titulo,ano,local,coautores,link_externo
UIFlex: a meta-design solution for the web,2017,Proceedings of the XVI Brazilian Symposium on Human Factors in Computing Systems,Mailson de Queiroz Proença; Vânia Paula de Almeida Neris,N/A
"Re-evaluating the first five years of the grandihc-br-challenge 3: Ubiquity, multiple devices and tangibility",2017,Proceedings of the XVI Brazilian Symposium on Human Factors in Computing Systems,Elizabeth Sucupira Furtado; Gilberto Villa Nova; Isabela Gasparini; Leonardo Cunha de Miranda; Marcelo Barbosa; Tatiana Silva de Alencar; Vânia Paula de Almeida Neris,N/A
An approach for the simulation of flexible ubiquitous environments,2016,Proceedings of the 15th Brazilian Symposium on Human Factors in Computing Systems,Marcelo Barbosa; Tatiana Silva de Alencar; Vânia Paula de Almeida Neris,N/A
Análise comparativa entre frameworks de frontend para aplicações web ricas visando reaproveitamento do back-end,2016,N/A,Rodrigo Augusto do Amaral; Vânia Paula de Almeida Neris,N/A
Studies in organisational semiotics: a systematic literature review,2016,Springer International Publishing,Maria Carolina de Souza Santos; Bruna da Silva Magalhães Bertãozini; Vânia Paula de Almeida Neris,N/A
Expandindo experiências sociais utilizando recursos do facebook: uma análise de casos de sucesso,2014,N/A,Vinícius Afonso Raimundo Ferreira; Vânia Paula de Almeida Neris,N/A
A model to promote interaction between humans and data fusion intelligence to enhance situational awareness,2014,Springer International Publishing,Leonardo Botega; Cláudia Berti; Regina Araújo; Vânia Paula de Almeida Neris,N/A
Interaction of the elderly viewer with additional multimedia content to support the appreciation of television programs,2013,Springer Berlin Heidelberg,Kamila Rodrigues; Vânia Paula de Almeida Neris; Cesar Augusto Camillo Teixeira,N/A
Interação com conteúdo complementar por meio de múltiplos dispositivos para apoio à apreciação de programas televisivos,2011,SBC,Kamila RH Rodrigues; Suetônio S Pereira; Luiz GG Quinelato; Erick L Melo; Vania PA Neris; Cesar AC Teixeira,N/A
No jardim dos letramentos= tomadas de consciência e poéticas em rede e na cultura da convergência,2011,N/A,Ivan Ferrer Maia,N/A
COGNITOR: Um Framework Baseado na Linguagem de Padrões COG-LEARN,2007,N/A,Junia Coutinho Anacleto; Aparecido Fabiano Carvalho; Muriel de Souza Godoi; Américo Talarico Neto; Vânia Paula Néris,N/A
Human-centred technology for sustainable development goals-workshop results,2021,Springer International Publishing,Kamila Rios da Hora Rodrigues; Vânia Paula de Almeida Neris; Lara Piccolo; Masood Masoodian,N/A
Um estudo empírico sobre reações emocionais de usuários na interação com interfaces web pautadas na Gestalt,2020,SBC,Diogo Kionori Cândido Nishikawa; Roberta Pereira Brandão; Vânia Paula de Almeida Neris,N/A
Co-criação inclusiva de jogos digitais baseados em storytelling apoiada por um framework em um centro de atenção psicossocial álcool e drogas,2019,SBC,Franco Eusebio Garcia; Roberta Brandão; Gabriel Cheban; Vania Almeida Neris,N/A
Paisagens protegidas e incêndios florestais em Brasília: produção voluntária de informações geográficas e sistema de alerta,2019,Universidade de Coimbra,Maria de Fátima Duarte Tavares; Bruno Nakagomi; Vânia Soares; Leonardo Botega; Vânia Paula de Almeida Neris,N/A
Considering the diversity of users in the development of a flexible bus stop,2018,Proceedings of the 17th Brazilian Symposium on Human Factors in Computing Systems,Tatiana Alencar; Marcelo Barbosa; Luciano Machado; Luciano Neris; Vânia Neris,N/A
Towards an interaction model for the programming of devices by children in the age of Internet of Things,2018,Proceedings of the 17th Brazilian Symposium on Human Factors in Computing Systems,Benedito Silva Neto; Vânia Neris,N/A
Multimodality for Diversity of Users: Revisiting Literature under the gaze of Ubiquitous Computing,2017,Proceedings of the XVI Brazilian Symposium on Human Factors in Computing Systems,Tatiana Silva de Alencar; Vânia Paula de Almeida Neris,N/A
Utilização de Métodos Ágeis por equipes de desenvolvimento de software em universidades públicas brasileiras,2016,N/A,Gustavo Carvalho Mauricio; Vânia Paula de Almeida Neris,N/A
Decisões de design em interfaces web baseado em emoções,2016,N/A,Allan Damião Seolin; Vânia Paula de Almeida Neris,N/A
Oportunidades de pesquisa na área de interação humano-computador com vistas à sustentabilidade,2014,Proceedings of the 13th Brazilian Symposium on Human Factors in Computing Systems,Vânia Paula de Almeida Neris; Kamila Rios da Hora Rodrigues,N/A
Assessing the elderly’s emotional responses while interact with movies enriched with additional multimedia content,2014,N/A,KRH Rodrigues; CAC Teixeira; VPA Neris,N/A
Análise Comparativa entre Bibliotecas Javascript para o Desenvolvimento de Interfaces Web Ricas,2013,N/A,Erica Fernanda Berniche; Vânia Paula de Almeida Neris,N/A
Um framework para adaptação de conteúdo e navegação em portais de Governo Eletrônico,2012,N/A,Giovanni Bogéa Viana,N/A
Cog-learn: An e-learning pattern language for web-based learning design,2009,ACM,Junia Coutinho Anacleto; Americo Talarico Neto; Vania Paula de Almeida Neris,N/A
PACO-T: A Computational Framework for Planning Cultural Contextualized Learning Activities by Using Common Sense,2009,N/A,AF Carvalho; Junia Coutinho Anacleto; VPA Neris,N/A
A Participatory Practice for Designing Inclusive Social Networks in the e-Cidadania Project,2008,N/A,LC Miranda; Leonelo Dell Anhol Almeida; Elaine Cristina Saito Hayashi; VPA Neris; M Cecília C Baranauskas,N/A
Bringing human-computer interaction to an agile process model,2008,"Technical Report IC-08-10, IC/UNICAMP. URL: http://www. ic. unicamp. br/publicacoes",Heiko Horst Hornung; Elaine Cristina Saito Hayashi; VPA Neris; Leonelo Dell Anhol Almeida; Maria Cecılia Martins; Maria Cecılia Calani Baranauskas,N/A
An exploratory design for inclusive social networks,2008,N/A,Leonelo Dell Anhol Almeida; VPA Neris; Elaine Cristina Saito Hayashi; Heiko Horst Hornung; Maria Cecılia Calani Baranauskas,N/A
Cognitive strategies to the increase of hyper document quality to distance learning,2005,Proceedings of the 2005 Latin American conference on Human-computer interaction,Vânia P Almeida Neris; Júnia CA Silva; Americo Talarico Neto; Sílvia Zem-Mascarenhas,N/A
Estratégias Cognitivas como Soluções de Sucesso no Projeto do Material Instrucional para EAD,2005,N/A,Vania Paula de Almeida NERIS; Junia Coutinho Anacleto SILVA; Americo TALARICO NETO; Silvia Helena Zem MASCARENHAS,N/A
Um resumo do artigo-projeto e avaliaçao de uma plataforma de autoria para jogos digitais terapêuticos,2023,SBC,Kamila Rios da Hora Rodrigues; Aline Elias Cardoso Verhalen; Jonattan Willian da Silva; Tiago Marino Silva; Rodrigo Geurgas Zavarizz; Vânia Paula de Almeida Neris; Paula Maia de Souza,N/A
End-users in recovery from substance use disorders as designers of Personas and digital games with therapeutic potential.,2022,N/A,Paula Maia de Souza; Vânia Paula de Almeida Neris; Fernando Roberto Proença; Franco Eusébio Garcia,N/A
Creation of Personas by End-Users in Alcohol and Drugs Abuse Rehabilitation,2021,Proceedings of the XX Brazilian Symposium on Human Factors in Computing Systems,Paula Maia de Souza; Vânia Paula de Almeida Neris; Fernando Roberto Proença; Franco Eusébio Garcia,N/A
Building an IOT programming environment with and for preschool children,2021,Proceedings of the XX Brazilian Symposium on Human Factors in Computing Systems,Benedito Silva Neto; Vania Neris; Carla Rodriguez,N/A
Human-Centred Technology for Sustainable Development Goals: Challenges and Opportunities,2021,Springer International Publishing,Lara SG Piccolo; Vânia Neris; Kamila Rios Rodrigues; Masood Masoodian,N/A
Sustentabilidade e computação,2020,N/A,Vania Paula de Almeida Neris; Kamila Rios da Hora Rodrigues; Renata Rodrigues Oliveira; Newton Galindo Junior,N/A
Design de Jogos Digitais Terapêuticos por Usuários Finais com Transtornos Mentais Mediado por Agentes Inteligentes,2019,SBC,Paula Souza; Vânia Neris,N/A
Um estudo sobre emoções e interfaces de usuário em sistemas web,2016,N/A,André Canale Garcia; Vânia Paula de Almeida Neris,N/A
An approach to designing ubiquitous systems that consider the user's diversity,2015,Proceedings of the 14th Brazilian Symposium on Human Factors in Computing Systems,Tatiana Silva de Alencar; Marcelo Barbosa; Vânia Paula de Almeida Neris,N/A
Visualização de incertezas para a melhoria da consciência situacional em sistemas de chamadas de emergência,2014,N/A,Leonardo Botega¹; Claudia Berti; Márcio Campos; Vânia Neris; Regina Borges de Araújo,N/A
Redes Sociais e Flexibilidade: Uma Avaliação da Interface do Facebook com Personas do Cenário Brasileiro,2014,N/A,Janaina Luiz Freitas; Vânia Paula de Almeida Neris,N/A
Uma revisão sistemáatica sobre tecnologias de informação e comunicação aplicadas às práticas de sustentabilidade,2013,N/A,Alisson Pinheiro; Vânia Paula de Almeida Neris,N/A
Diretivas de usabilidade e padrões de interação,2013,N/A,Vânia Paula de Almeida Neris,N/A
Measuring Users’ Emotions with a Component-Based Approach,2013,Springer Berlin Heidelberg,Rogério Aparecido Campanari Xavier; Vânia Paula de Almeida Neris,N/A
Ubiquitous Environments and Brazilian Personas: Can our citizens universally access this technology?,2012,SBC,Tatiana Silva de Alencar; Vânia Paula de Almeida Neris,N/A
User Interface Design informed by Affordances and Norms Concepts,2010,SCITEPRESS,Vânia Paula de Almeida Neris; M Cecília C Baranauskas,N/A
Making Vila na Rede system more flexible a participatory practice to elicit the tailorable behavior,2010,Technical report,VPA Neris; ECS Hayashi; M Cecília Martins; MCC Baranauskas,N/A
Designing for Culturally Contextualized Learning Activity Planning: Matching Learning Theories and Practice,2009,Springer Berlin Heidelberg,Aparecido Fabiano Pinatti de Carvalho; Junia Coutinho Anacleto; Vania Paula de Almeida Neris,N/A
Planejamento de Ações de Aprendizagem Apoiado por Conhecimento de Senso Comum–Um Exemplo Prático,2007,N/A,Ap Fabiano P de Carvalho; Junia C Anacleto; Silvia H Zem-Mascarenhas; Vânia P de Almeida Neris,N/A
Laptops Educacionais de Baixo Custo: Análise Preliminar Baseada na Escada Semiótica,2007,"Technical Report IC-07-019, IC/Unicamp. Disponıvel em: http://www. dcc. unicamp. br/ic-tr-ftp/2007/07-19. ps. gz. Acesso em 28 out",Leonardo Cunha de Miranda; Heiko Horst Hornung; Diego Samir Melo Solarte; Roberto Romani; Maristela Regina Weinfurter; Vânia Paula de Almeida Neris; M Cecília C Baranauskas,N/A
Preliminary Evaluation of Vila na Rede: An Inclusive Social Network System,N/A,N/A,Elaine Cristina Saito Hayashi; Vânia Paula de Almeida Neris; Carla Lopes Rodriguez; Leonardo Cunha de Miranda; Heiko Horst Hornung; Vagner Figuerêdo de Santana; Roberto Pereira; M Cecília C Baranauskas,N/A
SIME-An analytical method for evaluating emotional responses in Human-Computer Interaction,2024,Proceedings of the XXIII Brazilian Symposium on Human Factors in Computing Systems,Maria Carolina De Souza Santos; Leticia Zacano Silva; Kamila Rios da Hora Rodrigues; Vânia Paula de Almeida Neris,N/A
Identification of possible depressive profile through mobile sensor data in university students,2024,Proceedings of the XXIII Brazilian Symposium on Human Factors in Computing Systems,Conrado Santos Saud; Vivian Motti; Luciano Neris; Tais Bleicher; Vania Paula de Almeida Neris,N/A
Depression and executive functioning among college students in Brazil,2024,JOHN WILEY & SONS LTD,Tais Bleicher; Gabriel J Reinert; Vania Paula D Neris; Vivian G Motti,N/A
Development and evaluation of a web system for the design of digital games with therapeutic potential by end users,2024,SBC,Paula Maia de Souza; Bianca Alessandra de Souza Alves; Vinícius Matheus Romualdo Santos; Fernando Roberto Proença; Vânia de Oliveira Borges; Vânia Paula de Almeida Neris,N/A
Case Study: End users in recovery from substance use disorders as designers and developers of digital games with therapeutic potential,2024,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Paula Maia de Souza; Vinícius Matheus Romualdo Santos; Bianca Alessandra de Souza Alves; Fernando Roberto Proença; Vivian Genaro Motti; Kamila Rios Da Hora Rodrigues; Vania Paula de Almeida Neris,N/A
Um arcabouço teórico para o ensino de computação para crianças de 4 e 5 anos pautado no codesign,2023,SBC,Stefane Vieira Menezes; Luciano de Oliveira Neris; Kelen Cristiane Teixeira Vivaldini; Alessandra Arce Hai; Carolina Costa Miguel; Vânia Paula de Almeida Neris,N/A
A Tool-Supported Approach to Adapt Web User Interfaces Considering the Emotional State of the User,2023,SBC,Patrícia Deud Guimarães; Vânia Paula De Almeida Neris,N/A
A Tool-Supported Approach to Adapt Web User Interfaces Considering the Emotional State of the User,2023,Proceedings of the XXII Brazilian Symposium on Human Factors in Computing Systems,Patrícia Deud Guimarães; Vânia Paula De Almeida Neris,N/A
A mixed factorial experiment with colors and adaptive web user interfaces to change emotions,2023,Proceedings of the XXII Brazilian Symposium on Human Factors in Computing Systems,Patrícia Deud Guimarães; Fernando Miguelão Silva; Anderson Ara; Vânia Almeida Neris,N/A
Design de um chatbot para o diálogo com universitários com possível perfil depressivo,2023,SBC,Isabella Pires; Helena Caseli; Vânia Neris,N/A
Human-centered algorithmic composition for well-being music,2023,SBC,Clenio B Gonçalves Junior; Vânia Paula de Almeida Neris,N/A
"TECNOLOGIA E EDUCAÇÃO: CIÊNCIAS, COMPUTAÇÃO (DES) PLUGADA E PENSAMENTO COMPUTACIONAL NA EDUCAÇÃO DE CRIANÇAS DE 4 A 10 ANOS",2023,CEDES-Centro de Estudos Educação e Sociedade,Vânia Almeida Neris; Alessandra Arce Hai,N/A
"Buttons, Devices, and Adults: How Preschool Children Designed an IoT Programming Tool",2023,Oxford University Press,Benedito Silva Neto; Carla Rodriguez; Vania Neris,N/A
Building your own games: A platform for authoring digital games,2022,SBC,Kamila Rodrigues; Ticianne Darin; Vânia Neris,N/A
A Summary of “Coping with Diversity-A System for End-users to Customize Web User Interfaces”,2022,SBC,Mailson de Queiroz Proença; Vivian Genaro Motti; Kamila Rios da Hora Rodrigues; Vânia Paula de Almeida Neris,N/A
A summary of “Coping with diversity: a system for end-users to customize web user interfaces”,2022,N/A,Mailson de Queiroz Proença; Vivian Genaro Motti; Kamila Rios da Hora Rodrigues; Vânia Paula de Almeida Neris,N/A
Construindo um ambiente de programação IoT com e para crianças em idade pré-escolar,2021,SBC,Benedito Silva Neto; Vânia Neris; Carla Rodriguez,N/A
Lepi-Board: An Infrastructure for the Development of Digital Storytelling Games by Blind-Users,2021,Springer International Publishing,Gabriel Cheban do Prado Mendes; Luciano de Oliveira Neris; Vânia Paula de Almeida Neris,N/A
Sistema Web para Gerenciamento de Jogos Digitais Acessíveis Criados por Usuários Finais,2021,N/A,Pedro Adorno; Franco Eusébio Garcia; Vânia Paula de Almeida Neris,N/A
Human-Centred Technology for Sustainable Development Goals: Challenges and Opportunities,2021,N/A,Lara SG Piccolo; Vânia Neris; Kamila Rios Rodrigues; Masood Masoodian,N/A
Human-centred technology for sustainable development goals: challenges and opportunities,2021,N/A,Piccolo Lara Schibelsky Godoy; Vânia Paula de Almeida Neris; Kamila Rios da Hora Rodrigues; Masood Masoodian,N/A
